4.268446933641186915e+06,4.265896186619717628e+06,4.258262204469892196e+06,4.245599441954192705e+06,4.227997570318655111e+06,4.205579918082075194e+06,4.178501327015109360e+06,4.146945535282713827e+06,4.111122142993772868e+06,4.071263255973935127e+06,4.027619931724138558e+06,3.980458465068768244e+06,3.930056665650198236e+06,3.876700178900054656e+06,3.820678955244578887e+06,3.762283893051775638e+06,3.701803796400561463e+06,3.639522526616973337e+06,3.575716580067074858e+06,3.510652959552550688e+06,3.444587434180009644e+06,3.377763006244890392e+06,3.310408897838097997e+06,3.242739723857086152e+06,3.174954978341575246e+06,3.107238783398903906e+06,3.039759945549719036e+06,2.972671782105909195e+06,2.906113046469166409e+06,2.840207686924200039e+06,2.775066190466966480e+06,2.710785419269008096e+06,2.647450228682355490e+06,2.585133403123208787e+06,2.523896785776669625e+06,2.463792524079031311e+06,2.404863009866080247e+06,2.347142227063985541e+06,2.290328547549768817e+06,2.234423698209763505e+06,2.179860608262615744e+06,2.126636018292650115e+06,2.074746067993014352e+06,2.024178684702876490e+06,1.974929310828822898e+06,1.926982114544215379e+06,1.880318497989443364e+06,1.834914286279116990e+06,1.790756276093500666e+06,1.747816740356235998e+06
2.846023816294079181e+06,2.844060304096539505e+06,2.838184787090828177e+06,2.828443768510917202e+06,2.814916087831067387e+06,2.797710907047720160e+06,2.776965139520662837e+06,2.752839900115341414e+06,2.725518603360588197e+06,2.695202668070243672e+06,2.662107933201220818e+06,2.626462722739937250e+06,2.588502214544183109e+06,2.548466401549922302e+06,2.506595628911494743e+06,2.463130329069288913e+06,2.418306503179669380e+06,2.372351320357118268e+06,2.325483775379784405e+06,2.277912275795526803e+06,2.229833656068659388e+06,2.181433423484892584e+06,2.132879550973340403e+06,2.084332237582437228e+06,2.035931768410801888e+06,1.987811074905280257e+06,1.940085637070915662e+06,1.892856973304361105e+06,1.846219857223760802e+06,1.800252573387307581e+06,1.755023144558049040e+06,1.710589013457509223e+06,1.667001795711189741e+06,1.624299710225393064e+06,1.582515244894051692e+06,1.541673086382095935e+06,1.501791348117846763e+06,1.462882248633618699e+06,1.424762603065912845e+06,1.387428696926891338e+06,1.351120023011199664e+06,1.315823438974868273e+06,1.281533545867316891e+06,1.248225824226361699e+06,1.215896191260710359e+06,1.184512639641848160e+06,1.154069042748878244e+06,1.124534181731816381e+06,1.095890765503864503e+06,1.068118189524724381e+06
2.486561709144295659e+06,2.484224124508087058e+06,2.477228486772521865e+06,2.465643732348311227e+06,2.449597727112275083e+06,2.429267638515685685e+06,2.404870657723646611e+06,2.376662258290646598e+06,2.344924290836066939e+06,2.309964545593893621e+06,2.272105155117212795e+06,2.231679533156220336e+06,2.189021604798370972e+06,2.144468426900628954e+06,2.098352985876665916e+06,2.051166555941211991e+06,2.003032921222680714e+06,1.954217944448221475e+06,1.904993599809547653e+06,1.855585738766421331e+06,1.806217157073571812e+06,1.757070840622114716e+06,1.708331424282827880e+06,1.660145811786852544e+06,1.612638819890690502e+06,1.565922062027408509e+06,1.520094326607806841e+06,1.475234225264793029e+06,1.431395404289308470e+06,1.388637593414224917e+06,1.346988992542051710e+06,1.306478876350457082e+06,1.267123214741522912e+06,1.228924793851519702e+06,1.191898029711520299e+06,1.156028426695369650e+06,1.121305210880130995e+06,1.087717097593144281e+06,1.055136978036842076e+06,1.023532805219444912e+06,9.930322709889124380e+05,9.635966081414106302e+05,9.352055161544936709e+05,9.078197363876820309e+05,8.814051362510335166e+05,8.559342109905016841e+05,8.313791580272360006e+05,8.076983178106517298e+05,7.848709599343382288e+05,7.628569746749667684e+05
2.395319336767688859e+06,2.392595594705049880e+06,2.384446385866875295e+06,2.370966967485629488e+06,2.352337876782446634e+06,2.328806169175336137e+06,2.300675415989309549e+06,2.268290212487180252e+06,2.232039728727163281e+06,2.192327404618345201e+06,2.149586923651722260e+06,2.104243296987165697e+06,2.056729756777086528e+06,2.007459039166696137e+06,1.956852300180038437e+06,1.905589354654481634e+06,1.853701848971705185e+06,1.801487897797796642e+06,1.749240006389601622e+06,1.697211702209623531e+06,1.645628654761979822e+06,1.594683974787248066e+06,1.544545303297694772e+06,1.495340241322439397e+06,1.447196011402761098e+06,1.400201355342199793e+06,1.354433236323360121e+06,1.309937183584403712e+06,1.266756847677621525e+06,1.224908447401102399e+06,1.184410069744392997e+06,1.145269780640998390e+06,1.107473188679368701e+06,1.071005652979255887e+06,1.035853111840747879e+06,1.001983490289729554e+06,9.693738410690888995e+05,9.379915872859616065e+05,9.077234430311361793e+05,8.785305667857952649e+05,8.504793858426989755e+05,8.235231235561143840e+05,7.976298418875416974e+05,7.727589246513824910e+05,7.488551376102446811e+05,7.259005948594124056e+05,7.038403652948798845e+05,6.826456930208153790e+05,6.622750770330305677e+05,6.426992078808741644e+05
2.318707712463487871e+06,2.315361760498049669e+06,2.305357307760245167e+06,2.288843693629590794e+06,2.266100127985875122e+06,2.237506541771303862e+06,2.203520557506340090e+06,2.164659976537873503e+06,2.121492445430246182e+06,2.074598834030881757e+06,2.024584660478470614e+06,1.972043416304229526e+06,1.917539092334385030e+06,1.861611300090161152e+06,1.804801749963262118e+06,1.748040149576976663e+06,1.691192568849470699e+06,1.634619205325803021e+06,1.578620289824677631e+06,1.523453046744910302e+06,1.469335952468483010e+06,1.416458889640732203e+06,1.364945083632336231e+06,1.314908800003381213e+06,1.266424747716693673e+06,1.219543424749707337e+06,1.174306294542425545e+06,1.130716737910578493e+06,1.088788219418814871e+06,1.048508162084389245e+06,1.009828528816812905e+06,9.727378775307515170e+05,9.371854201941300416e+05,9.031371037888893625e+05,8.705342937189354561e+05,8.393366286428192398e+05,8.094916906959017506e+05,7.809370467139114626e+05,7.535857229954480426e+05,7.273833378704828210e+05,7.023384906664320733e+05,6.783903342497185804e+05,6.554962485081442865e+05,6.336138378699701279e+05,6.126678935369688552e+05,5.926401844870899804e+05,5.734768367266217247e+05,5.551296364707727917e+05,5.375713428847828181e+05,5.207514189686953323e+05
2.284819718654750381e+06,2.281052062053966336e+06,2.269793371833940968e+06,2.251236486171479337e+06,2.225740227214114275e+06,2.193783493069055025e+06,2.155948047091394663e+06,2.112880988102621865e+06,2.065275974157688208e+06,2.013854054348211037e+06,1.959325840864054393e+06,1.902400305536618922e+06,1.843729819183876272e+06,1.783939749375572195e+06,1.723601609383781441e+06,1.663811259680933785e+06,1.604333466626092792e+06,1.545536541468389798e+06,1.487720723448575241e+06,1.431124359049368883e+06,1.375958628020583186e+06,1.322388733182288939e+06,1.270506726933485828e+06,1.220418141671055462e+06,1.172153020315424073e+06,1.125739681642108597e+06,1.081195961270804517e+06,1.038497732505509048e+06,9.976016862459827680e+05,9.585110632843107451e+05,9.211351830188084859e+05,8.854475095842436422e+05,8.513891034738485469e+05,8.188858952309986344e+05,7.878874970776912523e+05,7.583186407129773870e+05,7.301274594227528432e+05,7.032507116524843732e+05,6.775956361506375251e+05,6.530934701275625266e+05,6.297387177207666682e+05,6.074708165574858431e+05,5.862363532485440373e+05,5.659788313593524508e+05,5.466476868045629235e+05,5.281882793444190174e+05,5.105685931499806466e+05,4.937323694589740480e+05,4.776450775249521248e+05,4.622677563797601615e+05
2.249581954390753526e+06,2.245173169113428332e+06,2.232010928181554191e+06,2.210367925738016143e+06,2.180733615294497926e+06,2.143768723773247097e+06,2.100253156671226490e+06,2.051042775412949501e+06,1.997061214247922413e+06,1.939212287192447111e+06,1.878406902346572373e+06,1.815486739799364237e+06,1.751238185025064275e+06,1.686381430271944264e+06,1.621570462396351853e+06,1.558039906327740522e+06,1.495418089830711251e+06,1.434085462022446562e+06,1.374308959079676075e+06,1.316323086104698945e+06,1.260276555932170013e+06,1.206269224899951369e+06,1.154403932796160923e+06,1.104698987039459869e+06,1.057150544413592666e+06,1.011748915658795275e+06,9.684550265539884567e+05,9.272334717485294677e+05,8.879869056505492190e+05,8.506940899045286933e+05,8.152321999086397700e+05,7.815529694516669260e+05,7.495752617760518333e+05,7.192054745457918616e+05,6.903766443572925637e+05,6.630097901549712988e+05,6.370281088233649498e+05,6.123481325625118334e+05,5.888904081597321201e+05,5.665864283075357089e+05,5.453968281884239987e+05,5.252607513703138102e+05,5.061085022677665693e+05,4.879007935058413423e+05,4.705700007505530375e+05,4.540726140385616454e+05,4.383651512637409614e+05,4.233945188252624939e+05,4.091242327038421645e+05,3.955150678529259167e+05
2.231975108517327812e+06,2.227137591776726767e+06,2.212706345931393094e+06,2.189010063207149971e+06,2.156647248784843367e+06,2.116404320668820292e+06,2.069204517555896426e+06,2.016072095598564483e+06,1.958061284460831666e+06,1.896231060524987290e+06,1.831587483036924154e+06,1.765076646133325528e+06,1.697562615410961909e+06,1.629801908231190871e+06,1.562505450518612051e+06,1.496977694806907792e+06,1.432772615601673489e+06,1.370195507518537808e+06,1.309548602371078450e+06,1.251007652009492507e+06,1.194693590989827877e+06,1.140703925035082735e+06,1.089085313842469128e+06,1.039852270824124571e+06,9.929480921880914830e+05,9.483463643767009489e+05,9.059832436406479683e+05,8.658004389862337848e+05,8.276961838999110041e+05,7.915973234866022831e+05,7.573969140568783041e+05,7.250156160585705657e+05,6.943481562620894983e+05,6.653159502767707454e+05,6.378293148574404186e+05,6.117922457557924790e+05,5.871411323354125489e+05,5.637784118559990311e+05,5.416236402866139542e+05,5.205983527644603746e+05,5.006684195555837941e+05,4.817618510337168700e+05,4.638125133043894311e+05,4.467690166299450211e+05,4.305775476602267590e+05,4.151921929116621031e+05,4.005561725935750874e+05,3.866290067577594309e+05,3.733664755134619772e+05,3.607366786072382820e+05
2.211143961761882529e+06,2.205663527170517016e+06,2.189332454209177289e+06,2.162582117397788446e+06,2.126175512837610207e+06,2.081121340603105491e+06,2.028579349426687462e+06,1.969802812979067676e+06,1.906082511565156514e+06,1.838683113037828822e+06,1.768778420248747105e+06,1.697441275096973870e+06,1.625653164121116279e+06,1.554194583226382034e+06,1.483828767466440797e+06,1.415851429762116866e+06,1.349775086686857510e+06,1.285847230437745107e+06,1.224333396195752779e+06,1.165395954963376280e+06,1.109084428956460906e+06,1.055465690074993996e+06,1.004520348215444246e+06,9.562161008763631107e+05,9.104828791146263247e+05,8.672339420405987184e+05,8.263870245155453449e+05,7.878178137671537697e+05,7.514166521659010323e+05,7.170846404608757002e+05,6.847080292619328247e+05,6.541642121637252858e+05,6.253574664767702343e+05,5.981747250517351786e+05,5.725346600698934635e+05,5.483252480500703678e+05,5.254652282321916427e+05,5.038694864632413373e+05,4.834416905808757292e+05,4.641210612358940998e+05,4.458382901799723040e+05,4.285383387540080003e+05,4.121491731991288252e+05,3.966179793612724170e+05,3.818899934767543455e+05,3.679168351913923398e+05,3.546500224937162711e+05,3.420461694372768397e+05,3.300653996557333157e+05,3.186663854344353895e+05
2.199719978574930225e+06,2.193811173877670895e+06,2.176215639226685278e+06,2.147440930846534669e+06,2.108378207097223960e+06,2.060181853540483629e+06,2.004196031766545027e+06,1.941817369291865965e+06,1.874520983261456480e+06,1.803661127083127387e+06,1.730548343729388900e+06,1.656361875269685639e+06,1.582069098969689803e+06,1.508535977080688346e+06,1.436466259712261613e+06,1.367223986673276173e+06,1.300170438221262535e+06,1.235653549162070267e+06,1.173824113301254576e+06,1.114843593115975149e+06,1.058766409905660665e+06,1.005580915944537031e+06,9.552329232994472841e+05,9.076881970997093013e+05,8.628115647546774708e+05,8.205282587280746084e+05,7.807009009317223681e+05,7.432060859295502305e+05,7.079304122382937931e+05,6.747462360754578840e+05,6.435188387064847630e+05,6.141380256220566807e+05,5.864874481518309331e+05,5.604478998869045172e+05,5.359238823804776184e+05,5.128163991598297725e+05,4.910324470094377175e+05,4.704848903950646636e+05,4.510796589345327229e+05,4.327520221923007630e+05,4.154321790382887120e+05,3.990588325548119028e+05,3.835701776550107170e+05,3.689071103050579550e+05,3.550147480539568933e+05,3.418448116476163850e+05,3.293509616754980525e+05,3.174915641647510347e+05,3.062271986113796011e+05,2.955196235896243015e+05
