9.532337107494979814e-07,1.418537887623420862e-06,1.123070837885596745e-06,1.019291267506257306e-06,9.980927593149979098e-07,7.581508836847201756e-07,8.031114736720615558e-07,8.318016737681057333e-07,9.522903570932313654e-07,1.064803270654401306e-06,1.171050194893352583e-06,1.298190724789200435e-06,1.436786537269666837e-06,1.651117305560298261e-06,1.830986247138911608e-06,2.093749042936382413e-06,2.347223772409671292e-06,2.633081846999845146e-06,2.936084391426033813e-06,3.256233240898334910e-06,3.593506579120708362e-06,3.947883498270650738e-06,4.319368287029881990e-06,4.707951222584789800e-06,5.113597210484748791e-06,5.536255251911062950e-06,5.975997309642797550e-06,6.432723039609057855e-06,6.906405789839660577e-06,7.396949266626402096e-06,7.904556473553171449e-06,8.428961286401336558e-06,8.970252566207323591e-06,9.528380630137633903e-06,1.010319826192239901e-05,1.069494931444665724e-05,1.130330236055970406e-05,1.192827650995932666e-05,1.257009283647193541e-05,1.322859830680739208e-05,1.390352014861301615e-05,1.459491277626189029e-05,1.530293939213107264e-05,1.602705356099867168e-05,1.676804716219728667e-05,1.752479079757542324e-05,1.829823734613541785e-05,1.908806022539245691e-05,1.989373599460520729e-05,2.071548941962716094e-05,2.155395387924542261e-05,2.240803420160283280e-05,2.327813900949649630e-05,2.416390841262442890e-05,2.506613471168417037e-05,2.598397605459268114e-05,2.691747622412781000e-05,2.786623337931787216e-05,2.883173483761683446e-05,2.981241768802847048e-05,3.080796567936439968e-05,3.181980816536825998e-05,3.284728455489077821e-05,3.388964349229171954e-05,3.494742410185532142e-05,3.602046148333552442e-05,3.710887337798528062e-05,3.821205292456063453e-05,3.933051878935361006e-05,4.046390275540300615e-05,4.161292934601739263e-05,4.277546668246894442e-05,4.395349997093323625e-05,4.514624594622304100e-05,4.635364919724567934e-05,4.757561750715087257e-05,4.881216718924603540e-05,5.006308569846203079e-05,5.132839674376621104e-05,5.260797159387063117e-05,5.390182314102031556e-05,5.520978513197933430e-05,5.653181017125553405e-05,5.786782035481430537e-05,5.921773589749838721e-05,6.058147560369658445e-05,6.195896087571468034e-05,6.335010997746445382e-05,6.475483334293802848e-05,6.617306028015226685e-05,6.760469273910060556e-05,6.904962022383332007e-05,7.050771176865209546e-05,7.197886933739838127e-05,7.346299923577713855e-05,7.496000686555067685e-05,7.646979667713190061e-05,7.799227187056155335e-05,7.952732992706045684e-05,8.107488803774235743e-05
7.117386112163146222e-07,1.581864783462239529e-06,1.029077551065445164e-06,1.039228887432798692e-06,1.348680429719357922e-06,1.667083617018755283e-06,2.233410682653964993e-06,2.936311536008035034e-06,3.752774993025635148e-06,4.695882591409230695e-06,5.745437504306860311e-06,6.900089007338818949e-06,8.158186277558135597e-06,9.518105157892472397e-06,1.097816201636011992e-05,1.253604135820048954e-05,1.418990025584477820e-05,1.593704891225342169e-05,1.777546501966186790e-05,1.970241475021034365e-05,2.171579269333998564e-05,2.381260708656090453e-05,2.598986053825858621e-05,2.824534141343479026e-05,3.057517090918098401e-05,3.297674125514633170e-05,3.544689808987586295e-05,3.798268647954379295e-05,4.058086912693646410e-05,4.323772375948286694e-05,4.595059465777186187e-05,4.871597981498720567e-05,5.153038916678476537e-05,5.439062004152941081e-05,5.729261184621324744e-05,6.023307600596380858e-05,6.320857794856356824e-05,6.621704923958902944e-05,6.925099678202602195e-05,7.231109709390572972e-05,7.539261296286137561e-05,7.849219279470997233e-05,8.160651772156298531e-05,8.473535665631309270e-05,8.786617855129640368e-05,9.100487117079630699e-05,9.414519587701002004e-05,9.728404128114177970e-05,1.004183632945069584e-04,1.035451861593867057e-04,1.066616068291018613e-04,1.097696543980399329e-04,1.128520179903225119e-04,1.159206019850880814e-04,1.189679762631524736e-04,1.219916577358207555e-04,1.249892539271556073e-04,1.279584690585806699e-04,1.308971033089435842e-04,1.338030556459092598e-04,1.366743257978479686e-04,1.395090137397636489e-04,1.423053228647674603e-04,1.450615727341884030e-04,1.477762162757260500e-04,1.504478268951956583e-04,1.530750890094172080e-04,1.556567884103907129e-04,1.581918071862170269e-04,1.606791165257812363e-04,1.631177818973194367e-04,1.655069562810251751e-04,1.678458847765060106e-04,1.701339108927323821e-04,1.723704679125062178e-04,1.745550802939721936e-04,1.766914380916821323e-04,1.787670067400973358e-04,1.807938001967125230e-04,1.827690386151929096e-04,1.846886041804910014e-04,2.021764813709813890e-04,2.247279092404024566e-04,2.473024983082834421e-04,2.698939769010590150e-04,2.924962959113520619e-04,3.151033466402027158e-04,3.377089133729853040e-04,3.603068021922707967e-04,3.828903540210024429e-04,4.054524190493526657e-04,4.279860140246532292e-04,4.504839770021907956e-04,4.729390540135432240e-04,4.953440097337043950e-04,5.176926589857423202e-04,5.399786777488938851e-04,5.621954228095888068e-04,5.843369204875096439e-04,6.063960875679248481e-04
4.932997330427892335e-07,1.180552484066238589e-06,1.075540802979168928e-06,1.316603913466309773e-06,1.751344444664079268e-06,2.500298213247330436e-06,3.474415980666297380e-06,4.640361494065337523e-06,5.983599586544153195e-06,7.492323229948618156e-06,9.161733518689279545e-06,1.098667616379621120e-05,1.296081710241920852e-05,1.507804918205207240e-05,1.733159551393040167e-05,1.971500622137031236e-05,2.222089890522460591e-05,2.484184130563837667e-05,2.756944756226453199e-05,3.039566367528642572e-05,3.331222997902685238e-05,3.631205446278995075e-05,3.938605816536728312e-05,4.252615481877430219e-05,4.572376573962726724e-05,4.897015533126453416e-05,5.225752850542236642e-05,5.557784363213866854e-05,5.892241176633994723e-05,6.228303716527598352e-05,6.565328860477318029e-05,6.902574861623059438e-05,7.239128253532265767e-05,7.574492192483639756e-05,7.907968539302162743e-05,8.239041243956846214e-05,8.566999150270370692e-05,8.891168491081509137e-05,9.211314368773348190e-05,9.526828137938075664e-05,9.837258794981806279e-05,1.014219026379063309e-04,1.044124130002378932e-04,1.073406564628297732e-04,1.102043940591937270e-04,1.129987166486846276e-04,1.157240979839354103e-04,1.183771426408377757e-04,1.235806672211214581e-04,1.497499205987688124e-04,1.758963536170129885e-04,2.019924831448668468e-04,2.280108094625344164e-04,2.539238359751185307e-04,2.797072341607427406e-04,3.053424707085895156e-04,3.308116598425605561e-04,3.560942715668046843e-04,3.811667555332571623e-04,4.060035038543418164e-04,4.305782694754084960e-04,4.548662319798703227e-04,4.788433454996747236e-04,5.024857462962101576e-04,5.257712131782999549e-04,5.486803622428127435e-04,5.711968099198673357e-04,5.933042223666875736e-04,6.149869518239715113e-04,6.362270349671976001e-04,6.570069596709953580e-04,6.773055004410201202e-04,6.971056351637373080e-04,7.163867872375410603e-04,7.351325312504439127e-04,7.533278409274724377e-04,7.709597829064870249e-04,7.880161945370061857e-04,8.044877260036738427e-04,8.203631525755133731e-04,8.356326228378892261e-04,8.502836321087212318e-04,8.643040273486103393e-04,8.776824514796216633e-04,8.904075334342396661e-04,9.024674349035440631e-04,9.138564321097359050e-04,9.245658679003567479e-04,9.345904863267961169e-04,9.439237509739248052e-04,9.525631344274098711e-04,9.605006377545114013e-04,9.677333716610711945e-04,9.742561990349646751e-04,9.800654929287856958e-04,9.851556310706995317e-04,9.895240807306711524e-04,9.931705878841452610e-04,9.960921271299758885e-04,9.982904835585039872e-04
4.642933477520227987e-07,1.267101365673446977e-06,1.199133574458648766e-06,1.596133149066547488e-06,2.272631252871206345e-06,3.365847378142055206e-06,4.742623113242587281e-06,6.352363922200969306e-06,8.184679996558891427e-06,1.022920576817151400e-05,1.247503176053189604e-05,1.491048856047682345e-05,1.752230028016898148e-05,2.029627001436582319e-05,2.321873275784427020e-05,2.627556547365821242e-05,2.945171429672508031e-05,3.273149396255687488e-05,3.609991327340670957e-05,3.954127466519161859e-05,4.304137202015020333e-05,4.658483618480237557e-05,5.015688499555105749e-05,5.374459592414513952e-05,5.733447443669821065e-05,6.091459100643638303e-05,6.447201767458553853e-05,6.799626570242955849e-05,7.147649631483430114e-05,7.490282390459619515e-05,7.826648290059966078e-05,8.156018852760487563e-05,8.477647397331430771e-05,8.790912238096114720e-05,9.095291657184158361e-05,1.094580188355262051e-04,1.379191875868207703e-04,1.662363912865803925e-04,1.943744823025265903e-04,2.222729355914274129e-04,2.498619689222133350e-04,2.770813973570469368e-04,3.038731726355755084e-04,3.301798394593960908e-04,3.559526003305512037e-04,3.811553424841360952e-04,4.057479688800288086e-04,4.296813909356205809e-04,4.529024057069798198e-04,4.753606555210969603e-04,4.970099015107131649e-04,5.178105319534495555e-04,5.377332054223579261e-04,5.567509165855908000e-04,5.748342477321294938e-04,5.919505995876275361e-04,6.080661160776944284e-04,6.231471980096659575e-04,6.371665453863328745e-04,6.501045670130471731e-04,6.619463837692753181e-04,6.726779738843397059e-04,6.822840597966138565e-04,6.907504649331824061e-04,6.980617028241279266e-04,7.042079844588345358e-04,7.091820420181149404e-04,7.129836063244539019e-04,7.156128990699301773e-04,7.170732710518387806e-04,7.173680961373747741e-04,7.165022757450238656e-04,7.144819062829668504e-04,7.113180918222648070e-04,7.070242869091333858e-04,7.016157779808860359e-04,6.951124592182161962e-04,6.875330100455277153e-04,6.789027413168800601e-04,6.692461296759450807e-04,6.585913642852772197e-04,6.469677268475799818e-04,6.344062402207183279e-04,6.209410958526713573e-04,6.066096014573514042e-04,5.914525789531981147e-04,5.755137744613940398e-04,5.588381597787370940e-04,5.414706681709808428e-04,5.234567398810301923e-04,5.048447983243722730e-04,4.856883041288887013e-04,4.660470574184216123e-04,4.459841435505776928e-04,4.255609858031823151e-04,4.048349002736652074e-04,3.838635883178622755e-04,3.627097962734807590e-04,3.414458107835630714e-04,3.201550394432241590e-04
5.137614069564360743e-07,1.391061112199836328e-06,1.353386811471440695e-06,1.848200884614016907e-06,2.827851293167779319e-06,4.291545604047725389e-06,6.040692818110766949e-06,8.081397897186952590e-06,1.038921545901389796e-05,1.294484683387880100e-05,1.572763109937848591e-05,1.871677518081619275e-05,2.188939394648526927e-05,2.522153262527720755e-05,2.868928113197353157e-05,3.226841779671162525e-05,3.593483086315743470e-05,3.966487540183070759e-05,4.343636212205258820e-05,4.722756976786599893e-05,5.101726901694755595e-05,5.478604820231990275e-05,5.851495984115914561e-05,6.218756327007766765e-05,6.578930927385383091e-05,6.930579190441938720e-05,7.272507759117592186e-05,7.640416845384665184e-05,1.067345304878818379e-04,1.368932088713857283e-04,1.667225907203382935e-04,1.961103215234147627e-04,2.249474867304560965e-04,2.531317321362469455e-04,2.805960123584739802e-04,3.072582837101306701e-04,3.330112438365545450e-04,3.577601513699440756e-04,3.814167987314090653e-04,4.039155552890956544e-04,4.252089442369229159e-04,4.452335616387722845e-04,4.639145303319992396e-04,4.811853448648839050e-04,4.969945536667365413e-04,5.113109512404784849e-04,5.241065888924087814e-04,5.353477498345500648e-04,5.449982981020487852e-04,5.530306833277560691e-04,5.594346919677105996e-04,5.642098667503804305e-04,5.673580567036668387e-04,5.688816067354823076e-04,5.687859003260311045e-04,5.670863413687297905e-04,5.638079499266083388e-04,5.589816319581790991e-04,5.526436795767188060e-04,5.448363849613957000e-04,5.356076712630667347e-04,5.250094923753022063e-04,5.130989174529638867e-04,4.999411309373563922e-04,4.856123014980454544e-04,4.701961785849517674e-04,4.537730049594984496e-04,4.364228670255763378e-04,4.182351123714218291e-04,3.993166503839366854e-04,3.797879971685527278e-04,3.597574060843717410e-04,3.393238896225985054e-04,3.185968444964680730e-04,2.977139659268493162e-04,2.768329470608064274e-04,2.560868794716525550e-04,2.355873878239127337e-04,2.154615037081093374e-04,1.958835969588033747e-04,1.770436302182084220e-04,1.590937625512424630e-04,1.421476737461984459e-04,1.263500349931206328e-04,1.119109166940708349e-04,9.902716930277164376e-05,8.784631814993602817e-05,7.844631994181020136e-05,7.095976842599248336e-05,6.555196872859371700e-05,6.231938942394506036e-05,6.127272340779070720e-05,6.227528884014742021e-05,6.521775554585675018e-05,6.990228356912070885e-05,7.597139169437522592e-05,8.290577519134371270e-05,8.997734724828674799e-05,9.649270656760699149e-05,1.017037082449877614e-04
5.669266079375809632e-07,1.239262280245459461e-06,1.518410851288252107e-06,2.206293123222007009e-06,3.439827599245072821e-06,5.224843455071414319e-06,7.361383436518040263e-06,9.826634676975426277e-06,1.259202728854200006e-05,1.562835759147515854e-05,1.890252223068280367e-05,2.238032913905901424e-05,2.602684308468460294e-05,2.980668935794978126e-05,3.368521446334191529e-05,3.762905597005022440e-05,4.160556561863250303e-05,4.558358319463842219e-05,4.953357107987222221e-05,5.342987029363381650e-05,5.724815756006639168e-05,6.096656117080627413e-05,6.456503449601328057e-05,8.786291748745179628e-05,1.195718207275159350e-04,1.507763535697892042e-04,1.812999136493831192e-04,2.110019063533083721e-04,2.397613491074917591e-04,2.674021054418438130e-04,2.937713699192415770e-04,3.187351155783694156e-04,3.422136279112962119e-04,3.640958614604391055e-04,3.842559977859522362e-04,4.025921881235360739e-04,4.190423725879210775e-04,4.335598341154261711e-04,4.460769759257872890e-04,4.565341759609219704e-04,4.649022138057062143e-04,4.711793387581580906e-04,4.753631009429954129e-04,4.774504563200654785e-04,4.774567014096132425e-04,4.754196258369644285e-04,4.713885823405122855e-04,4.654221043544174720e-04,4.575908133480108644e-04,4.479753278487943156e-04,4.366673420005954447e-04,4.237784898731692990e-04,4.094393599957508144e-04,3.937764963621346410e-04,3.769161601849541489e-04,3.590130844758346253e-04,3.402559246435217706e-04,3.208183157620410298e-04,3.008531798452874400e-04,2.805503141303603573e-04,2.601522359590608150e-04,2.398755886064539585e-04,2.198887969913782816e-04,2.004107455261751509e-04,1.817289877947269878e-04,1.640895409160661098e-04,1.476551138060945209e-04,1.326594185126611907e-04,1.193976162632000797e-04,1.080961906992511796e-04,9.884418551064363479e-05,9.180634827062526500e-05,8.713940984102673743e-05,8.486671487774597236e-05,8.477497804630815227e-05,8.665598144744467981e-05,9.015760673109930582e-05,9.471324013307882614e-05,9.948380989852097906e-05,1.036463190367798402e-04,1.063772821267681973e-04,1.069517003437811097e-04,1.048394863334678722e-04,9.992885532367262920e-05,9.253354738321880615e-05,8.330578817241392068e-05,7.312492984637411941e-05,6.294595615341725325e-05,5.367035042927803599e-05,4.606228204377893026e-05,4.068859478400696608e-05,3.797533145333229111e-05,3.872962362325468161e-05,4.139492541437467818e-05,4.662945059114179472e-05,5.488676047526583801e-05,6.564233528218082277e-05,7.860858564736133915e-05,9.350227884535918378e-05,1.100757519805380249e-04
6.171853267239040247e-07,1.250658687850566245e-06,1.680528309750335806e-06,2.497823905936315977e-06,4.098475375455363167e-06,6.187580925117403005e-06,8.701016062101012309e-06,1.157960304205460809e-05,1.478080258900813403e-05,1.826103526164690115e-05,2.197086749037115079e-05,2.586257504384296776e-05,2.988808192784263553e-05,3.400077401914490668e-05,3.815454382593615477e-05,4.230625693422911224e-05,4.641703320717556822e-05,5.045022880187336210e-05,5.437261846820057635e-05,5.815533418855677283e-05,8.928805239306540728e-05,1.221134190834912456e-04,1.541238229516491429e-04,1.851372914011205047e-04,2.149119138662815341e-04,2.432107017013824082e-04,2.698343993682875098e-04,2.946575754138257264e-04,3.174875182343738487e-04,3.381542917392944673e-04,3.565461084091321058e-04,3.725881597419322244e-04,3.861692995795298661e-04,3.972108507422101860e-04,4.056934457543338282e-04,4.116089979091708717e-04,4.149446706778666403e-04,4.157241876526938051e-04,4.140083074108664540e-04,4.098715376531756357e-04,4.034074450243175223e-04,3.947304411127755758e-04,3.839770280497010980e-04,3.713201856450321320e-04,3.569467535349636687e-04,3.410355143730862829e-04,3.238107251443472973e-04,3.055437077298803141e-04,2.864698275653694472e-04,2.668282152141137156e-04,2.469524390096740352e-04,2.271578444154899446e-04,2.076843661181469747e-04,1.888788883776988409e-04,1.711250119366738162e-04,1.546770609911561731e-04,1.398183613137237271e-04,1.269310802050700650e-04,1.162594114157524311e-04,1.078999870385352741e-04,1.020627298534747891e-04,9.878465771323207084e-05,9.777949486029433035e-05,9.873692733088011947e-05,1.011391104621684194e-04,1.041489475501058357e-04,1.067871136270410370e-04,1.081705157165013261e-04,1.075221158471871270e-04,1.043238120444142523e-04,9.862548634546086418e-05,9.094101407900644302e-05,8.214460275680470565e-05,7.328366663387029395e-05,6.540210814655027650e-05,5.939163224713997860e-05,5.594396543295535067e-05,5.544192149400083565e-05,5.802104710313578286e-05,6.367330085727982911e-05,7.231677288237117057e-05,8.368308857966846686e-05,9.743344144047247411e-05,1.132589153924614761e-04,1.308705455164528911e-04,1.499052135671779488e-04,1.699752263346009074e-04,1.907693447322171673e-04,2.119989253048590999e-04,2.333485859072059472e-04,2.545055481957350933e-04,2.752051127507519233e-04,2.952053869435556917e-04,3.142623923719831515e-04,3.321545306612981390e-04,3.486861375479568723e-04,3.636779267799126005e-04,3.769707891091904437e-04,3.884313953577656314e-04,3.979439043026696335e-04
6.556674810922926192e-07,1.295296306019001125e-06,1.789447046323288922e-06,2.841360444608597933e-06,4.724878639492034220e-06,7.168681520760464017e-06,1.005424248833102237e-05,1.333108117532509987e-05,1.694011205686205034e-05,2.082021482599610062e-05,2.490456032193159809e-05,2.913081756085642739e-05,3.343685888398874751e-05,3.776344293763764237e-05,4.205634540208846682e-05,4.626490340100039279e-05,5.034354332472839081e-05,6.325180799605093418e-05,9.767982190537229093e-05,1.312058475605338973e-04,1.635612338102643368e-04,1.943947021843568798e-04,2.233932390921621730e-04,2.503511338470860862e-04,2.750115278593799856e-04,2.971305080277035059e-04,3.165629570712744415e-04,3.331744853410236015e-04,3.468175866658500381e-04,3.574300256798532073e-04,3.649957625744882131e-04,3.694882862786220750e-04,3.709428662630474870e-04,3.694463379296222729e-04,3.651039987569983602e-04,3.580584497736138266e-04,3.484879382177379016e-04,3.366234115892327268e-04,3.227142110407358179e-04,3.070150900625730141e-04,2.898698889902081069e-04,2.716221530296915212e-04,2.525841670148444790e-04,2.331961385575351232e-04,2.138664400009660297e-04,1.949371031291262856e-04,1.769129058149580239e-04,1.602070716807622299e-04,1.451363147288084454e-04,1.321765561118690277e-04,1.216054341805977777e-04,1.135561329871274223e-04,1.082152819755772259e-04,1.054041288617905508e-04,1.047089398708294939e-04,1.055960263171133886e-04,1.071243953716862770e-04,1.082367119300219185e-04,1.080094865223618828e-04,1.056885320659774668e-04,1.010237332082930827e-04,9.439923450229269469e-05,8.666765253964651928e-05,7.895082139745579789e-05,7.240963131741553105e-05,6.805345867989290277e-05,6.659777209960840948e-05,6.837772562567689472e-05,7.350869260699735021e-05,8.195439245618393301e-05,9.339398571970489421e-05,1.074447362077508595e-04,1.237742287066596468e-04,1.419312399449594976e-04,1.614043537836577259e-04,1.817991383317377327e-04,2.027153047298216033e-04,2.236969482846241453e-04,2.443584965411519120e-04,2.643697176485285778e-04,2.833821506799257765e-04,3.010812241758601933e-04,3.172051854740709801e-04,3.315121877648245286e-04,3.437917172685591382e-04,3.538724583237473653e-04,3.616157494145620633e-04,3.669216135434888340e-04,3.697274255321002039e-04,3.700023013643369404e-04,3.677576852196478099e-04,3.630420024632960039e-04,3.559374658065802828e-04,3.465638727642027413e-04,3.350764745296270337e-04,3.216666724128996861e-04,3.065586885862362767e-04,2.900003367637524654e-04,2.722806383794118480e-04,2.537064362276102679e-04
6.875364233085269557e-07,1.328132792558515723e-06,1.885839081738535232e-06,3.220367480259069998e-06,5.391351549062107910e-06,8.165137059380486183e-06,1.141480197383558934e-05,1.507173773580827974e-05,1.905561902936431779e-05,2.328709384728805347e-05,2.768010294005374125e-05,3.215656114454234018e-05,3.664174446064448801e-05,4.106572068570455531e-05,4.536488564728629724e-05,5.259173358995085520e-05,8.832206193441641609e-05,1.229858050587620208e-04,1.561692207940691191e-04,1.874198841487068599e-04,2.164115028725768438e-04,2.428159524940494386e-04,2.663011244907254917e-04,2.866778930681330019e-04,3.037371625299942874e-04,3.173153445404074688e-04,3.273732456635883195e-04,3.338605008635303975e-04,3.368002727035577073e-04,3.362984992722116927e-04,3.324902185405746442e-04,3.255691671207196062e-04,3.157931609126807260e-04,3.034798015937403858e-04,2.889509535104080036e-04,2.726320214712383357e-04,2.549679681780002687e-04,2.363850166775960523e-04,2.174610694899082501e-04,1.986615760139916729e-04,1.805330605482092154e-04,1.636710004145128239e-04,1.484665893378680145e-04,1.354848957916030916e-04,1.250342904934952754e-04,1.172949257487640294e-04,1.123695673038186077e-04,1.098396709280992546e-04,1.092000846763298565e-04,1.095346088019258628e-04,1.096698407409919449e-04,1.086261137524231708e-04,1.056156735569964574e-04,1.005173301640477129e-04,9.389854300943402247e-05,8.680640513165605542e-05,8.052296990546457648e-05,7.626779863025397654e-05,7.496003383671846190e-05,7.706485742130483375e-05,8.279653326003523484e-05,9.204782993131337859e-05,1.044157957386256629e-04,1.195276640380976978e-04,1.368619261616482719e-04,1.557865786046746864e-04,1.758192482404414051e-04,1.964042978266982385e-04,2.169629489459769603e-04,2.370571502509456004e-04,2.562211130626198120e-04,2.740151869755321282e-04,2.900978150964377304e-04,3.041400335166998307e-04,3.158649304682838665e-04,3.250630736169364413e-04,3.315670925775989126e-04,3.352689142478517976e-04,3.361166561817077844e-04,3.341144376767581645e-04,3.293222658892279008e-04,3.218559458196459250e-04,3.118858677507589704e-04,2.996354698082228426e-04,2.853768397482884297e-04,2.694330195616297346e-04,2.521662227054388998e-04,2.339915925305366157e-04,2.153418318377348941e-04,1.966933852997151022e-04,1.785511453230145460e-04,1.613832651512920593e-04,1.457529155099418332e-04,1.320535517081977673e-04,1.207656523037960882e-04,1.121855344853609290e-04,1.064177492411606444e-04,1.035164446066799666e-04,1.029735678189800860e-04,1.042644068735395835e-04
6.732544515295719034e-07,1.556832795828560349e-06,2.070025344591957987e-06,3.613393374604290982e-06,6.081988034199607513e-06,9.173620043235556159e-06,1.277715170091175723e-05,1.679128503009154539e-05,2.111337509016105506e-05,2.564332565656707297e-05,3.027540496274785540e-05,3.491666658685207059e-05,3.947922469879671851e-05,4.388536189244149414e-05,6.540981382891134887e-05,1.017529500572658880e-04,1.365248080511999903e-04,1.691443898413818919e-04,1.991968099174163450e-04,2.262257574043817358e-04,2.498608181396427537e-04,2.698581089084077815e-04,2.859492176418778502e-04,2.980392480235480399e-04,3.060556379732528491e-04,3.100158752515892692e-04,3.100481108628131213e-04,3.063299649545520682e-04,2.991291492971646124e-04,2.888079996653538338e-04,2.757662927431758261e-04,2.604947210576228473e-04,2.435575416970907879e-04,2.254973327961276098e-04,2.070237342200887797e-04,1.887056038167455490e-04,1.712851075009094303e-04,1.553509342359880581e-04,1.414885443045839602e-04,1.302071975788994984e-04,1.216927886475572390e-04,1.160808850699115660e-04,1.128963737946923944e-04,1.115352029461978060e-04,1.108588984191809300e-04,1.097020502902338652e-04,1.070978875179891358e-04,1.025716943523009346e-04,9.651681908875299574e-05,8.994278031905444894e-05,8.421938494207961028e-05,8.071059200643919613e-05,8.039508951545825646e-05,8.378340864150696547e-05,9.106992492499983564e-05,1.019340001040128034e-04,1.159743530296123906e-04,1.326153692523275975e-04,1.511104787499535076e-04,1.708742381892650280e-04,1.911614965226722833e-04,2.113291675585163060e-04,2.308139477418757969e-04,2.490064496147237827e-04,2.654543898842878693e-04,2.797216208267118442e-04,2.914447581643148273e-04,3.003607926167642188e-04,3.062572470076476176e-04,3.090177913728910184e-04,3.086024830995932043e-04,3.050504629094070563e-04,2.984845276378429875e-04,2.891050325134497277e-04,2.771850000894221728e-04,2.630771502275486783e-04,2.471907315952138226e-04,2.300065543673524178e-04,2.120545768069877115e-04,1.938964857277069589e-04,1.761622497892567684e-04,1.594172441754530996e-04,1.443367731741052875e-04,1.313752669225412887e-04,1.210998001757288456e-04,1.136725410235860578e-04,1.092481705331603689e-04,1.074507511146200551e-04,1.076534210520126942e-04,1.088604425302005380e-04,1.098071901826438719e-04,1.095254376366143587e-04,1.073086381542687369e-04,1.033336459277876650e-04,9.838615358191637962e-05,9.368099370798384305e-05,9.051291974728477936e-05,8.999941894132420790e-05,9.271910839974884422e-05,9.900279855173226560e-05
